Ruta consultada: /api/usuarios ; Método: POST ; Fecha: 2024-12-23T01:06:59.463Z ; Ruta sin credenciales
[2025-02-10T13:46:52.267Z] Ruta: /api/pedidos/usuario/1 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:46:52.270Z] Ruta: /api/pedidos/usuario/1 | Método: GET | Respuesta: []
[2025-02-10T13:47:00.180Z] Ruta: /api/pedidos/usuario/2 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:47:00.183Z] Ruta: /api/pedidos/usuario/2 | Método: GET | Respuesta: [{"id_compra":6,"id_usuario":2,"precio_total":"50.00","detalle":{"cantidad":1,"id_producto":1,"precio_unitario":50},"direccion":"Calle Falsa 123","estado":"pending","fecha_compra":"2025-02-10T03:56:58.765Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
[2025-02-10T13:51:01.789Z] Ruta: /api/pedidos/pedido/2 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:51:01.795Z] Ruta: /api/pedidos/pedido/2 | Método: GET | Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
[2025-02-10T13:51:57.508Z] Ruta: /api/pedidos/pedido/2 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:51:57.513Z] Ruta: /api/pedidos/pedido/2 | Método: GET | Respuesta: {"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null}
[2025-02-10T13:58:06.333Z] Ruta: /api/pedidos/pedido/6 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:58:06.336Z] Ruta: /api/pedidos/pedido/6 | Método: GET | Respuesta: {"id_compra":6,"id_usuario":2,"precio_total":"50.00","detalle":{"cantidad":1,"id_producto":1,"precio_unitario":50},"direccion":"Calle Falsa 123","estado":"pending","fecha_compra":"2025-02-10T03:56:58.765Z","fecha_envio":null}
[2025-02-10T13:58:09.285Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:58:09.288Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T13:37:13.551Z"}
[2025-02-10T13:58:28.506Z] Ruta: /api/pedidos/usuario/2 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:58:28.509Z] Ruta: /api/pedidos/usuario/2 | Método: GET | Respuesta: [{"id_compra":6,"id_usuario":2,"precio_total":"50.00","detalle":{"cantidad":1,"id_producto":1,"precio_unitario":50},"direccion":"Calle Falsa 123","estado":"pending","fecha_compra":"2025-02-10T03:56:58.765Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
[2025-02-10T13:58:47.728Z] Ruta: /api/pedidos/pedido/2 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:58:47.731Z] Ruta: /api/pedidos/pedido/2 | Método: GET | Respuesta: {"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null}
[2025-02-10T13:59:04.856Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T13:59:04.858Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T13:37:13.551Z"}
[2025-02-10T13:59:32.251Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Casita de Ana","estado":"shipped"}
[2025-02-10T13:59:32.254Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T13:59:32.431Z"}
[2025-02-10T13:59:59.047Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Casita de Ana","estado":"shipped"}
[2025-02-10T13:59:59.050Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T13:59:59.120Z"}
[2025-02-10T14:07:57.542Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending"}
[2025-02-10T14:07:57.544Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T13:59:59.120Z"}
[2025-02-10T14:08:06.634Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"cancelled"}
[2025-02-10T14:08:06.637Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"cancelled","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T13:59:59.120Z"}
[2025-02-10T14:08:11.603Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T14:08:11.606Z] Ruta: /api/pedidos/pedido/14 | Método: PUT | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T14:08:11.608Z"}
[2025-02-10T14:09:05.620Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T14:09:05.623Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T14:08:11.608Z"}
[2025-02-10T14:09:21.294Z] Ruta: /api/pedidos/pedido/14 | Método: DELETE | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T14:09:21.298Z] Ruta: /api/pedidos/pedido/14 | Método: DELETE | Respuesta: {"error":"Pedido no encontrado o no tienes permiso para eliminarlo"}
[2025-02-10T14:10:35.384Z] Ruta: /api/pedidos/pedido/14 | Método: DELETE | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T14:10:35.390Z] Ruta: /api/pedidos/pedido/14 | Método: DELETE | Respuesta: undefined
[2025-02-10T14:10:50.444Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T14:10:50.447Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T14:08:11.608Z"}
[2025-02-10T14:13:03.594Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T14:13:03.599Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Respuesta: {"id_compra":14,"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped","fecha_compra":"2025-02-10T13:26:54.209Z","fecha_envio":"2025-02-10T14:08:11.608Z"}
[2025-02-10T14:13:09.364Z] Ruta: /api/pedidos/pedido/14 | Método: DELETE | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
[2025-02-10T14:13:09.368Z] Ruta: /api/pedidos/pedido/14 | Método: DELETE | Respuesta: {"message":"Pedido eliminado"}
[2025-02-10T14:13:16.168Z] Ruta: /api/pedidos/pedido/14 | Método: GET | Token: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u | Body: {"id_usuario":3,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"shipped"}
